ward,subcounty,county,latitude,longitude
Biashara Ward,Ruiru Sub County,Kiambu,-1.1552540952880659,36.94788873425092
Nkondi Ward,Tharaka South Sub County,THARAKA-NITHI,-0.04721997976534064,37.9627325906402
Chiakagira Ward,Tharaka South Sub County,THARAKA-NITHI,-0.28160698578778925,37.90038357179312
Marimanti Ward,Tharaka South Sub County,THARAKA-NITHI,-0.1608847756152517,37.94131338932561
Ruguru-Ngandori Ward,Manyatta  Sub County,EMBU,-0.4215891309478654,37.47289611635757
Kithimu Ward,Manyatta  Sub County,EMBU,-0.5125600176935968,37.53560590258691
Nginda Ward,Manyatta  Sub County,EMBU,-0.31631151475325714,37.42174647960095
Mbeti north Ward,Manyatta  Sub County,EMBU,-0.5370171041344236,37.48916997326876
Kirimari Ward,Manyatta  Sub County,EMBU,-0.5059676729872149,37.447944114088685
Gaturi south Ward,Manyatta  Sub County,EMBU,-0.4812718527972664,37.50417212984832
Gaturi north Ward,Manyatta  Sub County,EMBU,-0.43515428150020846,37.51246883658245
Kaagari South Ward,Runyenjes  Sub County,EMBU,-0.49120876035200883,37.61310565678105
Central ward,Runyenjes  Sub County,EMBU,-0.43525701810725237,37.572700237580605
Kaagari North Ward,Runyenjes  Sub County,EMBU,-0.39143566206776836,37.523881579583076
Kahawa/sukari Ward,Ruiru Sub County,Kiambu,-1.1944451401358374,36.94690640397863
Kiuu Ward,Ruiru Sub County,Kiambu,-1.2090603205256718,36.93352104704994
Ngomeni Ward,Mwingi North Sub County,KITUI,-0.5857778831024477,38.54599483223234
Kyuso Ward,Mwingi North Sub County,KITUI,-0.5334492649878875,38.20357278645992
Mwiki Ward,Ruiru Sub County,Kiambu,-1.2126948411002512,36.9216154696587
Mwihoko Ward,Ruiru Sub County,Kiambu,-1.2165193954843199,36.982913081959424
Githunguri Ward,Githunguri Sub County,Kiambu,-1.0661055065209089,36.78247803729027
Ndanai/abosi Ward,Sotik Sub County,Bomet,-0.8720314837557276,35.091451724560784
Chemagel Ward,Sotik Sub County,Bomet,-0.6959222329099392,35.134732942695365
Kipsonoi Ward,Sotik Sub County,Bomet,-0.7696062888144658,35.17327210032834
Kapletundo Ward,Sotik Sub County,Bomet,-0.6761912031817139,35.2093714507008
Rongena/manaret Ward,Sotik Sub County,Bomet,-0.7158806920390592,35.086197846794654
Kong'asis Ward,Chepalungu Sub County,Bomet,-0.8371652071589514,35.230426467639425
Nyangores Ward,Chepalungu Sub County,Bomet,-0.8302788369615535,35.31581805700882
Sigor Ward,Chepalungu Sub County,Bomet,-0.9409165718369624,35.297287323760386
Chebunyo Ward,Chepalungu Sub County,Bomet,-0.9706056564382746,35.207298934746355
Siongiroi Ward,Chepalungu Sub County,Bomet,-0.8903211282371093,35.20099304554119
Merigi Ward,Bomet East Sub County,Bomet,-0.7657069507449983,35.40645651309695
Kembu Ward,Bomet East Sub County,Bomet,-0.8030697471195913,35.43774600019246
Longisa Ward,Bomet East Sub County,Bomet,-0.8539474196694441,35.40623462091117
Kipreres  Ward,Bomet East Sub County,Bomet,-0.921575726463565,35.38077229221868
Chemaner Ward,Bomet East Sub County,Bomet,-0.81070600972068,35.49302447099347
Silibwet Township Ward,Bomet Central Sub County,Bomet,-0.74960908125107,35.34751726722268
Ndaraweta Ward,Bomet Central Sub County,Bomet,-0.6802552833254115,35.37326143037188
Singorwet Ward,Bomet Central Sub County,Bomet,-0.7215425381783125,35.355852482958376
Chesoen Ward,Bomet Central Sub County,Bomet,-0.6935391691367165,35.28823809036621
Mutarakwa  Ward,Bomet Central Sub County,Bomet,-0.7735264594109825,35.25126115041028
Chepchabas Ward,Konoin Sub County,Bomet,-0.4710759273672452,35.283096850921524
Ijara Ward,Ijara Sub County,GARISSA,-1.601579369218908,40.543643573161866
GUBA,BANISSA,MANDERA,3.896406527777079,40.52549037499594
MALKAMARI,BANISSA,MANDERA,4.098771429361847,40.69756971999195
Kipini west Ward,Garsen Sub County,TANA RIVER,-2.553386006988139,40.258251402161214
Garsen central Ward,Garsen Sub County,TANA RIVER,-2.3312362453692503,40.202336539443834
Garsen west Ward,Garsen Sub County,TANA RIVER,-2.2815048899622536,39.45108110370989
MKUNUMBI,LAMU WEST,LAMU,-2.1426242510838716,40.53867819927695
BAHARI,LAMU WEST,LAMU,-2.4112086924694487,40.72551769407232
DANDU,MANDERA WEST,MANDERA,3.4223399723250956,39.916674195796325
GITHER,MANDERA WEST,MANDERA,3.7164056788529276,39.91912377122728
KILIWAHERI,BANISSA,MANDERA,3.945803400958941,40.11201120231104
ELWAK NORTH,MANDERA SOUTH,MANDERA,2.9482106953879574,41.03708112127033
TURBI,NORTH HORR,MARSABIT,2.4869973754284604,38.39595261072471
WITU,LAMU WEST,LAMU,-2.2574202767326925,40.36024080300279
KARGI/SOUTH HORR,LAISAMIS,MARSABIT,2.476953909470667,37.32016188247614
KORR/NGURUNIT,LAISAMIS,MARSABIT,1.949302669125556,37.44504129247701
Garsen north Ward,Garsen Sub County,TANA RIVER,-2.032892552265266,40.03169430902133
LOGOLOGO,LAISAMIS,MARSABIT,1.9241712505524893,37.9410567617297
Galbet Ward,Garissa Sub County,GARISSA,-0.39639218148967903,39.68281166151648
Township Ward,Wajir East Sub County,WAJIR,1.7174214277089874,40.072843837441496
Barwaqo Ward,Wajir East Sub County,WAJIR,1.7580342989177173,40.03159199341256
Arbajahan Ward,Wajir West Sub County,WAJIR,2.089132314935671,39.323800627745555
ADEMASAJIDE Ward,Wajir West Sub County,WAJIR,1.2149374536133661,39.5164156287929
Ganyure Wagalla Ward,Wajir West Sub County,WAJIR,1.5976226188552882,39.794512362913935
Lakoley south/basir Ward,Eldas Sub County,WAJIR,1.8092085716157114,39.82535892776376
Ganga Ward,Mwimbi Sub County,THARAKA-NITHI,-0.25636827849406296,37.71408605641434
Chogoria Ward,Mwimbi Sub County,THARAKA-NITHI,-0.2226837375128676,37.53555079203929
Mariani Ward,Igambang'ombe Sub County,THARAKA-NITHI,-0.34759862374430184,37.747082621179445
Karingani Ward,Chuka Sub County,THARAKA-NITHI,-0.32147309232135257,37.65909852234691
Magumoni Ward,Chuka Sub County,THARAKA-NITHI,-0.3093316533748029,37.54027998588344
Mugwe Ward,Chuka Sub County,THARAKA-NITHI,-0.3646895051539335,37.67758498246095
Kyeni north Ward,Runyenjes  Sub County,EMBU,-0.3887769325003998,37.57817998595333
Kyeni south Ward,Runyenjes  Sub County,EMBU,-0.4467462407074232,37.648166733083514
Mwea Ward,Mbeere South  Sub County,EMBU,-0.8017272024443919,37.37727567902165
Makima Ward,Mbeere South  Sub County,EMBU,-0.8130391945797616,37.53733223382701
Mbeti south Ward,Mbeere South  Sub County,EMBU,-0.6584095119163399,37.54537796470468
Mavuria Ward,Mbeere South  Sub County,EMBU,-0.7353016608983334,37.68744446878266
Kiambere Ward,Mbeere South  Sub County,EMBU,-0.719450985751768,37.82363585186462
Nthawa Ward,Mbeere North  Sub County,EMBU,-0.569849029828898,37.62177610520994
Kisasi Ward,Kitui Rural Sub County,KITUI,-1.5974002863361618,37.97195403967105
Mulango Ward,Kitui Central  Sub County,KITUI,-1.4893160872750484,37.966380478806435
Kyangwithya east Ward,Kitui Central  Sub County,KITUI,-1.3260363129501327,38.05864544300435
Chuluni Ward,Kitui East Sub County,KITUI,-1.454204938624121,38.13302252348378
Mutomo Ward,Kitui South Sub County,KITUI,-1.8321435034781863,38.18625383399762
Mutha Ward,Kitui South Sub County,KITUI,-1.7756242394186899,38.69056723489374
Kanziko Ward,Kitui South Sub County,KITUI,-2.005321634362793,38.35530306076156
Nyakio Ward,Kinangop Sub County,NYANDARUA,-0.7810131601366533,36.62768367899008
Githabai Ward,Kinangop Sub County,NYANDARUA,-0.7465874319261002,36.57186331499358
Magumu Ward,Kinangop Sub County,NYANDARUA,-0.8534566128095805,36.57890465210677
Geta Ward,Kipipiri Sub County,NYANDARUA,-0.41028940035051764,36.577708935202
Karau Ward,Olkalou Sub County,NYANDARUA,-0.3201652079043254,36.33836466274718
Mirangine Ward,Olkalou Sub County,NYANDARUA,-0.19274007908122495,36.239510325217985
Kaimbaga Ward,Olkalou Sub County,NYANDARUA,-0.34114442528914063,36.398815851996915
Gathanji Ward,Oljoroorok Sub County,NYANDARUA,-0.042597358972557314,36.30054087990706
Gatimu Ward,Oljoroorok Sub County,NYANDARUA,-0.022349397568020988,36.378234160285594
Weru Ward,Oljoroorok Sub County,NYANDARUA,-0.1283270501203494,36.38637762599086
Kiritta Ward,Ndaragwa Sub County,NYANDARUA,0.0024619171000322586,36.44160531364619
Central Ward,Ndaragwa Sub County,NYANDARUA,-0.07094475301766766,36.542937726872424
Shamata Ward,Ndaragwa Sub County,NYANDARUA,-0.21908641215601676,36.55859261046568
Dedan kimathi Ward,Tetu Sub County,NYERI,-0.4279435578009845,36.83393033733403
Wamagana Ward,Tetu Sub County,NYERI,-0.4856853026343055,36.91877620114107
Aguthi-gaaki Ward,Tetu Sub County,NYERI,-0.4961927688516845,37.01867569339914
Mweiga Ward,Kieni West Sub County,NYERI,-0.3420473422755435,36.92081901037954
Naromoru/kiamathaga Ward,Kieni East Sub County,NYERI,-0.16367796621288824,37.10111837882812
Mwiyogo/endarasha Ward,Kieni West Sub County,NYERI,-0.2924817090993431,36.87785390458253
Mugunda Ward,Kieni West Sub County,NYERI,-0.18327074776814017,36.754066019665025
Gatarakwa Ward,Kieni West Sub County,NYERI,-0.33374893136583905,36.73716930759856
Thegu river Ward,Kieni East Sub County,NYERI,-0.2851494777009534,37.044189717111436
Kabaru Ward,Kieni East Sub County,NYERI,-0.2608132417249809,37.14568276474629
Gakawa Ward,Kieni East Sub County,NYERI,-0.08423279940678242,37.09460340684669
Ruguru Ward,Mathira West Sub County,NYERI,-0.29561515867004007,37.186811054501895
Magutu Ward,Mathira East Sub County,NYERI,-0.41187877383592414,37.14142056850798
Kakuma Ward,Turkana West Sub County,TURKANA,3.609562699335749,34.90189311667967
Kalobeyei Ward,Turkana West Sub County,TURKANA,3.8420429769869253,34.47126821521491
Nanaam Ward,Turkana West Sub County,TURKANA,4.527362325066178,34.67017055033635
Lodwar Township Ward,Turkana Central Sub County,TURKANA,3.201249707917359,35.64485115457373
Kanamkemer Ward,Turkana Central Sub County,TURKANA,3.065892732019671,35.6684996336003
Kotaruk/Lobei Ward,Loima Sub County,TURKANA,2.6358529248101026,35.30801964680787
Loima Ward,Loima Sub County,TURKANA,3.0125561700212433,34.91745285527799
Katilu Ward,Turkana South Sub County,TURKANA,2.269608403787673,35.51331396255524
Katilia Ward,Turkana East Sub County,TURKANA,2.320612696554698,36.36552002422482
Lokori/kochodin Ward,Turkana East Sub County,TURKANA,1.9563757562235768,36.02121646508775
Alale Ward,Pokot North Sub County,WEST POKOT,2.3878713500570568,35.09256694161229
Chepareria Ward,Pokot South Sub County,WEST POKOT,1.4086563781480212,35.22728975196529
Batei Ward,Pokot South Sub County,WEST POKOT,1.386633715972728,35.34089657897463
Lelan Ward,Pokot South Sub County,WEST POKOT,1.2045655130875907,35.308166434733614
Tapach Ward,Pokot South Sub County,WEST POKOT,1.2969910469502168,35.41817362586128
Lodokejek Ward,Samburu Central Sub County,SAMBURU,0.8801769447160355,36.85649736855781
Bidii Ward,Kwanza  Sub County,TRANS NZOIA,1.048204726672375,35.01564572721526
Tuwani Ward,Saboti  Sub County,TRANS NZOIA,1.0264235818720404,34.99047102602839
Saboti Ward,Saboti  Sub County,TRANS NZOIA,0.9498138033919734,34.807276678412684
Machewa Ward,Saboti  Sub County,TRANS NZOIA,0.891362283024985,34.824907148412045
Hospital Ward,Kiminini  Sub County,TRANS NZOIA,1.015108000934123,35.03793731381452
Sikhendu Ward,Kiminini  Sub County,TRANS NZOIA,0.8416998609666132,34.83789310083169
Sitatunga Ward,Cherangany Sub County,TRANS NZOIA,1.0620986804837842,35.097807298209524
Sengwer Ward,Marakwet West Sub County,ELGEYO-MARAKWET,1.1087066776003034,35.27024655358812
Cherangany  Ward,Marakwet West Sub County,ELGEYO-MARAKWET,0.9695897119561026,35.39211147948572
Moiben Kuserwo Ward,Marakwet West Sub County,ELGEYO-MARAKWET,0.9287542824687386,35.496974648156964
Kapsowar Ward,Marakwet West Sub County,ELGEYO-MARAKWET,0.9516851298634806,35.56174284747387
Arror Ward,Marakwet West Sub County,ELGEYO-MARAKWET,0.9409716300928028,35.61395771300965
Kamariny Ward,Keiyo North Sub County,ELGEYO-MARAKWET,0.6235320423819416,35.478460397490856
Emsoo Ward,Keiyo North Sub County,ELGEYO-MARAKWET,0.7860162947734419,35.58983070476826
Tambach Ward,Keiyo North Sub County,ELGEYO-MARAKWET,0.6417896577419616,35.56307913369928
Kapchemutwa Ward,Keiyo North Sub County,ELGEYO-MARAKWET,0.7636958969132528,35.51513080886832
Kaptarakwa Ward,Keiyo South Sub County,ELGEYO-MARAKWET,0.45267914029799666,35.516416913849795
Chepkorio Ward,Keiyo South Sub County,ELGEYO-MARAKWET,0.3574587192502363,35.53308802034356
Metkei Ward,Keiyo South Sub County,ELGEYO-MARAKWET,0.19300512324775307,35.60861878532973
Songhor/Soba Ward,Tinderet Sub County,NANDI,-0.01587964248775635,35.260982018384105
Tinderet Ward,Tinderet Sub County,NANDI,-0.040318031163953716,35.365107289424735
Chemelil/chemase Ward,Tinderet Sub County,NANDI,-0.014057244849179286,35.096441674133956
Kapsimotwo Ward,Nandi East Sub County,NANDI,0.05076020645802028,35.157211205454765
Ol'lessos Ward,Nandi East Sub County,NANDI,0.18069233111469032,35.30688734187641
Kapchorua Ward,Nandi East Sub County,NANDI,0.07551416193298159,35.34753447878831
Kosirai Ward,Chesumei Sub County,NANDI,0.2739048390938894,35.139616890636084
Kaptel/kamoiywo Ward,Chesumei Sub County,NANDI,0.2997174371751848,35.05087840653084
Kiptuiya Ward,Chesumei Sub County,NANDI,0.18869677782711144,35.015680147576056
Kapkangani Ward,Emgwen Sub County,NANDI,0.19738036548178103,34.9594524107208
Chepterwai Ward,Mosop Sub County,NANDI,0.5234750798654949,34.93396603259904
Kipkaren Ward,Mosop Sub County,NANDI,0.5072049872118256,35.02310650674
Kurgung/surungai Ward,Mosop Sub County,NANDI,0.44263099019433605,34.975701203194944
Kabiyet Ward,Mosop Sub County,NANDI,0.4304696471326475,35.06700946916434
Kabisaga Ward,Mosop Sub County,NANDI,0.42778474148295187,35.126772149914856
Githiga Ward,Laikipia West Sub County,LAIKIPIA,0.42952263259770596,36.300434182007464
Kapkatet Ward,Bureti Sub County,KERICHO,-0.6237335599136201,35.19098135562609
Cheptororiet/seretut Ward,Belgut Sub County,KERICHO,-0.4216183905179163,35.19532138731291
